id,quiz_category_id,quiz_number,question_number,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation,seo_slug,created_at
266,5,1,16,What happens during a tractor jackknife?,The trailer wheels lock and the trailer slides sideways,The tractor drive wheels lose traction and the rear of the tractor slides sideways toward the trailer,The front wheels lose traction and the tractor goes straight,The fifth wheel unlocks and the trailer separates,B,"In a tractor jackknife, the tractor drive wheels lose traction and the rear end of the tractor swings sideways. The tractor ends up folding toward the trailer, forming a V shape. This is usually caused by over-braking or driving too fast on slippery roads.",combination-1-q16-what-happens-during-a-tractor-jackknife,2026-02-14 23:54:00.807871+00
267,5,1,17,What should you do to reduce the risk of rollover when driving a combination vehicle?,Accelerate through curves to maintain stability,"Slow down before curves, ramps, and turns",Shift to neutral in curves to reduce engine braking,Apply the trailer hand valve in turns,B,"To reduce rollover risk, slow down before entering curves, highway ramps, and turns. Combination vehicles have a higher center of gravity and are more prone to rollovers than single vehicles. Taking turns and curves at safe speeds is critical.",combination-1-q17-what-should-you-do-to-reduce-the-risk-of-rollover-when-drivi,2026-02-14 23:54:00.807871+00
268,5,1,18,What are glad hands?,The hand grips on the trailer doors,Coupling devices that connect the air lines between the tractor and trailer,Safety chains used to secure the trailer,The handles used to crank the landing gear,B,Glad hands are the coupling devices used to connect the air lines between the tractor and trailer. They connect the service (blue) and emergency/supply (red) air lines. They must be properly sealed and securely connected to prevent air leaks.,combination-1-q18-what-are-glad-hands,2026-02-14 23:54:00.807871+00
269,5,1,19,What is the purpose of the locking jaws on a fifth wheel?,To lock the trailer doors during transport,To grip and hold the kingpin securely when coupled,To lock the sliding mechanism of the fifth wheel,To secure the landing gear in the raised position,B,The locking jaws on a fifth wheel close around the kingpin to hold the trailer securely to the tractor. They must be checked during the pre-trip inspection to make sure they are fully closed around the kingpin with no gaps.,combination-1-q19-what-is-the-purpose-of-the-locking-jaws-on-a-fifth-wheel,2026-02-14 23:54:00.807871+00
270,5,1,20,What is the kingpin?,A pin that locks the trailer doors,A pin on the underside of the trailer front that locks into the fifth wheel,A pin that holds the landing gear in place,A pin used to adjust the fifth wheel position,B,The kingpin is a large steel pin on the underside of the front of the trailer. It fits into and locks within the fifth wheel on the tractor. It is the main coupling point between the tractor and trailer.,combination-1-q20-what-is-the-kingpin,2026-02-14 23:54:00.807871+00
271,5,1,21,When should you connect the air lines during the coupling procedure?,Before backing under the trailer,After the tug test confirms the coupling is secure,Before raising the landing gear,After raising the landing gear and before driving,B,"Air lines should be connected after the tug test confirms the coupling is secure. The general coupling order is: back under the trailer, lock the kingpin, do the tug test, connect air lines, connect the electrical cord, then raise the landing gear.",combination-1-q21-when-should-you-connect-the-air-lines-during-the-coupling-pr,2026-02-14 23:54:00.807871+00
272,5,1,22,What should you do with the landing gear before driving a coupled combination vehicle?,Leave it partially down for stability,Raise it fully to provide clearance,Remove it from the trailer,Lower it to touch the ground,B,"The landing gear must be fully raised before driving to provide proper ground clearance. Driving with the landing gear down can cause it to catch on railroad tracks, speed bumps, or uneven ground, resulting in serious damage.",combination-1-q22-what-should-you-do-with-the-landing-gear-before-driving-a-co,2026-02-14 23:54:00.807871+00
273,5,1,23,What is the purpose of landing gear on a trailer?,To steer the trailer when backing,To support the front of the trailer when it is not coupled to a tractor,To provide additional braking power,To help the trailer turn corners,B,Landing gear supports the front of the trailer when it is not coupled to a tractor. It holds the trailer at the proper height for coupling and prevents the trailer from tipping forward when uncoupled. It must be lowered before uncoupling.,combination-1-q23-what-is-the-purpose-of-landing-gear-on-a-trailer,2026-02-14 23:54:00.807871+00
274,5,1,24,Where should shut-off valves be positioned on the rear of the last trailer in a combination?,Open,Closed,Partially open,Removed,B,"Shut-off valves at the rear of the last trailer must be closed. This prevents air from escaping out the back of the last trailer. If left open, the air would leak out and the brakes would not work properly.",combination-1-q24-where-should-shut-off-valves-be-positioned-on-the-rear-of-th,2026-02-14 23:54:00.807871+00
275,5,1,25,Where should shut-off valves be positioned on trailers in front of the last trailer in a combination?,Closed,Open,Partially open,It does not matter,B,Shut-off valves on trailers in front of the last trailer must be open so that air can flow through to the next trailer. Only the shut-off valves at the rear of the last trailer should be closed.,combination-1-q25-where-should-shut-off-valves-be-positioned-on-trailers-in-fr,2026-02-14 23:54:00.807871+00
276,6,2,1,What is the upper fifth wheel?,The part mounted on the tractor frame,The flat plate and kingpin assembly on the underside of the trailer front,The release handle on the fifth wheel,The locking jaw mechanism,B,"The upper fifth wheel, also called the upper coupler, is the flat plate on the underside of the front of the trailer that includes the kingpin. It sits on top of the lower fifth wheel which is mounted on the tractor.",combination-1-q26-what-is-the-upper-fifth-wheel,2026-02-14 23:54:00.807871+00
277,6,2,2,What is the lower fifth wheel?,The kingpin on the trailer,The plate and locking mechanism mounted on the tractor frame that receives the kingpin,The trailer apron plate,The landing gear base plate,B,The lower fifth wheel is the V-shaped plate and locking mechanism mounted on the tractor frame. It receives the kingpin from the trailer and locks it in place. It must be properly greased and inspected for cracks and secure mounting.,combination-1-q27-what-is-the-lower-fifth-wheel,2026-02-14 23:54:00.807871+00
278,6,2,3,What is the release handle on a fifth wheel used for?,To release the trailer brakes,To unlock the locking jaws so the kingpin can be released during uncoupling,To release the air from the trailer tanks,To lower the landing gear,B,The release handle on the fifth wheel is pulled to unlock the locking jaws during the uncoupling procedure. This allows the kingpin to slide out of the fifth wheel as the tractor pulls away from the trailer.,combination-1-q28-what-is-the-release-handle-on-a-fifth-wheel-used-for,2026-02-14 23:54:00.807871+00
279,6,2,4,What is the trailer apron?,The mud flap behind the trailer wheels,The bottom plate of the trailer front that rests on the fifth wheel,The cover over the trailer air tanks,The painted area around the trailer doors,B,The trailer apron is the flat metal plate on the underside of the trailer front that rests on and slides across the fifth wheel. It should be inspected for damage and should be smooth to allow proper coupling movement.,combination-1-q29-what-is-the-trailer-apron,2026-02-14 23:54:00.807871+00
280,6,2,5,Why is the fifth wheel greased?,To prevent the kingpin from locking,To reduce friction and allow the trailer to turn freely on the fifth wheel,To keep rain water from pooling on the surface,To make the fifth wheel easier to inspect,B,"The fifth wheel is greased to reduce friction between the upper and lower fifth wheel plates. This allows the trailer to pivot and turn smoothly on the tractor. Without proper greasing, steering can be difficult and the plates can wear prematurely.",combination-1-q30-why-is-the-fifth-wheel-greased,2026-02-14 23:54:00.807871+00
281,6,2,6,"When backing under the trailer during coupling, what speed should you use?",Fast to create momentum,Moderate speed to save time,Back under slowly to avoid hitting the kingpin too hard and damaging equipment,Speed does not matter during coupling,C,"You should always back under the trailer slowly during coupling. Hitting the trailer too hard can damage the kingpin, the fifth wheel, or the trailer itself. Slow and controlled movement ensures a safe and proper coupling.",combination-1-q31-when-backing-under-the-trailer-during-coupling-what-speed-sh,2026-02-14 23:54:00.807871+00
